	StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q1.1	Q240	Q241	Q242	Q243	Q5.7	Q5.8	Q5.9	Q5.10	Q5.11	Q5.12	Q6.7	Q6.8	Q6.9	Q6.10	Q6.11	Q6.12	Q8.13	Q9.1	Q10.14	Q10.15	Q10.16	Q10.17	Q10.18	Q10.19	Q10.20	Q10.21	Q199	Q203	Q200	Q204	Q201	Q205	Q11.6	Q11.7	Q11.8	Q11.9	Q11.10	Q11.11	Q11.12	Q11.13	Q11.14	Q11.15	Q11.16	Q11.17	Q11.18	Q11.19	Q11.20	Q11.21	Q11.22	Q11.23	Q11.24	Q11.25	Q11.26	Q11.27	Q11.28	Q11.29	Q11.30	Q12.1	Q12.2	Q12.3	Q163	Q164	PROLIFIC_PID	STUDY_ID	SESSION_ID	group	tradeoff	scenario	x_first	prompt_text	pref_model	fnr_pos	Q105 - Parent Topics	Q105 - Sentiment Polarity	Q105 - Sentiment Score	Q105 - Sentiment	Q105 - Topic Sentiment Label	Q105 - Topic Sentiment Score	Q105 - Topics	PGM	session_id	status	started_datetime	completed_date_time	time_taken	age	num_approvals	num_rejections	prolific_score	reviewed_at_datetime	entered_code	Country of Birth	Current Country of Residence	Employment Status	Ethnicity	First Language	Nationality	Sex	Student Status	Create New Field or Choose From Dropdown...
86	2021-10-08 19:17:09	2021-10-08 20:03:50	IP Address	73.48.211.229	100	2800	True	2021-10-08 20:03:50	R_VUXZv8QHuJkYYMx					36.74049377441406	-119.75080108642578	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	None of the above can be inferred from the figures.	Figure 2	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	Now half of time it will not let white people make a valid statement	Very biased	Again you could see how one group get treated differently	Mostly unusable	It fails a third of the time and it white people will be rejected about half of the time	Mildly unfair	"While it does  accept both African and Whites as valid payments, It nearly lets half of African fraudsters make an invalid payment.
Meaning the system is not effective"	Mildly unbiased	Again yes because while trying to avoid discrimination it allows fraudsters in	Mostly ununsable	"Because all one would have to do to commit fraud would be to pretend to African American and it would work half of the time or a quarter of the time for white people.
Too ineffective "	No		Models X and Y are equally fair	They both are horrible models one model slightly is bad for white people and the other model will end up losing to the fraudsters 	Models X and Y are equally biased	A perfect model would not have such a glaring difference	Models X and Y are equally useful	I would not use them because they would get me in 	Probably model Y	because it would be perceived as fair 	Both ${e://Field/pref_model} and Z are equally fair	They are both bad	Probably ${e://Field/pref_model}	It gives the illusion of being fair	Probably ${e://Field/pref_model}	It would be harder to prove and would have less people complaining but the system still does not perform well			High	being accused of fraud is a bad feeling			Low	They would like that and they would do best to keep everyone from knowing that they got away with fraud			High	They need to conduct their business and having the money tied up is a serious problem			Low	They do not lose. They are the ones affected so it is negligible to them			Yes			Yes			Yes			Disadvantaged	Secondary Education	Others	614fa2d8176b0317b451cd0f	615f943ec32164d0f282bd34	6160ed927b478c0f281153bd	majority	outcome-fpr	rent	False	You have chosen model Y over model X.	model Y	bottom								Disadvantaged	6160ed927b478c0f281153bd	APPROVED	2021-10-09 01:17:07.909000	2021-10-09 02:03:54.341000	2806.432	29.0	136	2	99	2021-10-13 21:17:51.552000	19AE28A9	United States	United States	Unemployed (and job seeking)	Non-Caucasian	Spanish	United States	Male	No	
87	2021-10-08 19:17:56	2021-10-08 20:06:43	IP Address	45.36.208.18	100	2927	True	2021-10-08 20:06:43	R_1dEmX82OgiB39ce					36.12190246582031	-79.77770233154298	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for male applicants than female applicants.	Figure 2	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Very unfair	The ratio of prediction to mistake is terrible	Very biased	White people are predicted to need ICU more than black people	Completely unusable	There's too much bias in the graphs	Very fair	The predictions are even between races	Very unbiased	The predictions aren't lopsided for one race over the other	Very useful	The graph seems fair enough to use for information	No		Definitely model Y	The probability between what race needs the ICU is actually balanced.	Definitely model X	White people are more predicted to need the ICU and the mistakes are high for black people	Definitely model Y	Model Y is actually more even of a prediction between races	Definitely model Y	I trust Model Y to be more accurate and unbiased	Both ${e://Field/pref_model} and Z are equally fair	Y has a lopsided mistake graph and Z has a lopsided prediction graph	Both ${e://Field/pref_model} and Z are equally biased	Y is more biased with mistakes and Z is more biased towards predictions	Neither ${e://Field/pref_model} nor model Z	They are both pretty flawed so I don't think I'd choose either	High			Someone could be scheduled for a surgery they don't need 	High			Someone who actually needs the ICU could be overlooked.	High			I thought of people and their families who mistakenly get surgeries that they didn't need	High			I thought about people who need surgeries they won't get due to mistakes and their families who worry about those people	No			Yes			Yes			Disadvantaged			Secondary Education	Others	5e10d5554c81b27a7b112ec7	615f943ec32164d0f282bd34	6160edb456e479061754de99	minority	outcome-fpr	icu	True	You have chosen model Y over model X.	model Y	bottom								Disadvantaged	6160edb456e479061754de99	APPROVED	2021-10-09 01:17:49.570000	2021-10-09 02:06:51.885000	2942.315	24.0	222	1	100	2021-10-13 16:58:30.003000	19AE28A9	United States	United States	DATA EXPIRED	Non-Caucasian	English	United States	Male	DATA EXPIRED	
88	2021-10-08 19:25:42	2021-10-08 20:15:52	IP Address	174.134.234.156	100	3009	True	2021-10-08 20:15:52	R_x4J80amG1gSP7SV					35.297607421875	-119.04840087890624	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Male applicants will be more likely to be accepted than female applicants.	Figure 2	Neither fair nor unfair	It is not enough data or information for me to gather whether there is bias or not within the machine learning. The patterns machine learning use are from past data, which are done by humans who may have a bias. Therefore, I cannot tell if it is fair nor unfair with the little information given.	Neither biased nor unbiased.	Even though there was an even amount of mistaken ICU patients, I still can't determine its bias based on just numbers or rather the little information I have. It is still interesting results.	Mostly unusable	There is just too many factors to consider and there is medical racism that exists in the medical field. So those patterns that the machine learning system uses is taking human filed data, which there is a high possibility that the patterns can have bias.	Very unfair	For the same reason above, medical racism is very prevalent and this data could be used to justify not giving African Americans the proper attention.	Acceptably biased	For the same reason above, medical racism is very prevalent and this data could be used to justify not giving African Americans the proper attention.	Completely unusable	It would not be useful for the reason mentioned above.	Yes	I didn't consider the medical racism as much for the first one as being a huge factor for bias and fairness.	Probably model X	The amount mistaken is the same so there will be less justification to admit African Americans in the ICU as compared to model Y.	Models X and Y are equally biased	One prediction and results aren't better than the other in terms of how it will be used to justify who will possibly be treated for ICU. 	Probably model X	This is really difficult as both data can be used in the wrong way. Model X gives room for less discrimination...possibly.	Neither model X nor model Y	Both would allow room for discrimination.	Both ${e://Field/pref_model} and Z are equally fair	"They both leave room for discrimination and would probably lead to the same conclusions, so I'm going to say ""fair"" in terms of whatever pattern the ML is using."	Both ${e://Field/pref_model} and Z are equally biased	Again, using human data with discrimination possibly involved could lead to a lot of consequences.	Neither ${e://Field/pref_model} nor model Z	Reasons already stated above.	Moderate			If you are mistakenly put into ICU and the ICU was full, that means someone who did need it wouldn't get the proper treatment which very much could be fatal.	Moderate			It could be a life-threatening situation, but rather have individuals decide (because of their expertise) rather than a Machine Learning algorithm/device.	High			The impacts are great as some parts of society will now avoid getting hospital treatment for the sake of economical and discriminatory reasons.	High			The reason is similar above as this can lead to possible economic consequences due to not getting properly treated and can lead to their life being in danger.	No			No			Yes			Advantaged			Secondary Education	Others	610c83598db46d4d46de2c61	615f943ec32164d0f282bd34	6160ef8c31f8470d858cb606	majority	outcome-fpr	icu	True		model Y	bottom								Advantaged	6160ef8c31f8470d858cb606	APPROVED	2021-10-09 01:25:40.768000	2021-10-09 02:15:56.009000	3015.241	22.0	139	1	100	2021-10-14 16:44:18.559000	19AE28A9	United States	United States	Unemployed (and job seeking)	Non-Caucasian	English	United States	Female	Yes	
89	2021-10-08 19:21:17	2021-10-08 20:23:31	IP Address	68.91.158.156	100	3733	True	2021-10-08 20:23:31	R_24wtOVAbt4wn9ZZ					37.92689514160156	-122.331298828125	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	African Americans are granted more access. But honestly I'm not too pressed about it. 	Mildly unbiased	I believe African Americans get more use of the medical device	Mostly useful	I think African Americans deserve some privileges. 	Mildly unfair	There's a larger granted access but it is unfair because it is a mistake. 	Acceptably biased	They are both given the same chance in the first graph but in the second graph, a lot of mistakes are made. This isn't fair. 	Mostly ununsable	It's just unfair if it's making so many mistakes. There is no point in using it. 	Yes	I don't think my logic for what is considered fair is good. I do typically side with underserved populations in everything. That's just because I'm a minority myself. 	Definitely model X	There are fewer mistakes happening.	Probably model Y	Because there are more mistakes occurring.	Probably model X	I just feel like the less mistakes, the better it is.	Definitely model X	Again, same thing with the mistakes. There are fewer mistakes.	Probably model Z	African Americans are given access more frequently.	Probably model Z	It is biased towards black people but I don't mind it.	Probably model Z	I feel like it gives minorities an upper hand.		High		It is incredibly important for hospital staff to be able to do their job efficiently. This just creates unnecessary stress for them and can cause them to not do their job efficiently. 		Moderate		Personal information can be leaked. This can make patients feel unsafe. It is very intrusive. 		Moderate		I feel like it can be seen as racist if it doesn't recognize staff. I see society as mostly minorities. 		Moderate		I also see society as minorities. I believe they would feel unsafe and violated if this information got out. It is personal after all. 		No			Yes			Yes			Disadvantaged		Bachelor	Healthcare Practitioner	611880d3d174718bfff2fd10	615f943ec32164d0f282bd34	6160ee7703516b75c9689681	majority	outcome-fpr	frauth	True	You have chosen model X over model Y.	model X	top								Disadvantaged	6160ee7703516b75c9689681	APPROVED	2021-10-09 01:21:15.533000	2021-10-09 02:23:35.069000	3739.536	22.0	139	0	100	2021-10-14 15:29:45.948000	19AE28A9	United States	United States	Due to start a new job within the next month	Non-Caucasian	Spanish	United States	Female	Yes	
90	2021-10-08 19:42:23	2021-10-08 20:25:59	IP Address	162.207.200.101	100	2615	True	2021-10-08 20:25:59	R_QnA4DRqRDrdM19f					37.36979675292969	-121.81600189208984	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Male applicants will be more likely to mistakenly be accepted than female applicants.	Figure 2	Neither fair nor unfair	I am uncertain where I stand on this, because it is now showing that they allowed more african americans to be accepted than whites, then shows that they were wrong about more african americans than whites. This could possibly paint them in a bad light, and surely there has to be a better way of detecting fraud than using race.	Acceptably biased	I believe there should be a better way to detect fraud than race.	Neither useful nor unusable	Should Model X use a different method other than race, this could be something actually useful.	Acceptably fair	I believe that it is fair, because it does not hold somebody's race or ethnicity against them while deciding whether to deny their payment or not. This is obviously the first thing that comes to mind, because we see African American and White as the two subjects listed.	Very unbiased	As I said before, I believe that it is not holding anybody's race against them when deciding whether or not to accept their payment.	Mostly useful	I do believe that this could be very useful, but not until it has a 100% detection rate at being able to tell which payments may be fraudulent or not.	Yes	I would like to add that using other methods out there that other software or companies use to detect fraud would probably help and make these outcomes more accurate. They could also add more verifying information to make a payment, so that somebody can't just make up some information and get away with it.	Definitely model Y	I believe this is more fair, because they gave out the same amount of allowing payments to both races.	Definitely model X	I think this is more unfair, because instead of expecting a negative outcome for african american customers, they could have given the same amount then sorted the differences there.	Definitely model Y	Because they gave people the same amount and were able to see an outcome that way, instead of expecting poor outcomes for one race.	Definitely model Y	Because this model seems more fair and beneficial.	Definitely ${e://Field/pref_model}	Because they allow the same amount of payments for both races	Probably model Z	Because they allow more payments to one race rather than keeping it equal	Definitely ${e://Field/pref_model}	Because it is more fair			Moderate	i think it's moderate, because i am sure there are other places than somebody may stay should one place not work out, such as a motel, as long as this is not a permanent situation we are talking about			Moderate	i think that one payment should not affect somebody too badly, because it is only one payment over many other non-fraudulent payments.			Moderate	i say moderate, because i still think that should somebody be denied transaction, they could just go somewhere else. the worst case scenario i could think of would be by this person bad mouthing this company, saying not to go there by word of mouth			High	i would say this is higher, because if one person gets away with it, more people are going to think they could go around and make fraudulent payments and that is bad for society altogether, for everybody involved.			No			Yes			Yes			Disadvantaged	Primary Education	Others	6103d636a634895ac3451c48	615f943ec32164d0f282bd34	6160f36c70ba3b9085d52001	majority	outcome-fpr	rent	False	You have chosen model Y over model X.	model Y	bottom								Disadvantaged	6160f36c70ba3b9085d52001	APPROVED	2021-10-09 01:42:20.954000	2021-10-09 02:26:02.705000	2621.751	27.0	107	1	99	2021-10-14 02:21:19.374000	19AE28A9	United States	United States	Unemployed (and job seeking)	Non-Caucasian	English	United States	Female	Yes	
91	2021-10-08 19:48:58	2021-10-08 20:40:57	IP Address	24.129.86.214	100	3119	True	2021-10-08 20:40:58	R_1GKCi8cFspv4ZH0					30.28509521484375	-81.82170104980467	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	More male applicants will be accepted for admission and fail than female applicants.	Figure 2	Very fair	The bias seems less obvious now.	Mildly unbiased	The fraud levels are equal now. No one is above fraud.	Mostly useful	Because it shows more grace to people of color.	Very unfair	I do not like how it assumes that African Americans are more likely to commit fraud than white people.	Very biased	It does not take a balanced look at white people.	Mostly ununsable	It has too much room for bias.	Yes	I do not wish to change any aspect of my answer.	Probably model X	Because it's not so biased against a minority.	Definitely model Y	It shows favoritism towards white people.	Probably model X	It's willing to be fair to both racial groups.	Definitely model X	As a black person myself, I won't have to fear being judged harshly.	Definitely ${e://Field/pref_model}	Once again, it's selfish but it means, as a black person, I have less of a chance of getting cheated.	Probably ${e://Field/pref_model}	Because it's biased against white people.	Probably ${e://Field/pref_model}	Because I won't be denied payment.			Moderate	I said moderate, but I honestly think it can go either way. It depends on if the individual really needed that payment.			High	It means losing privileges.			Low	"One person is not going to ruin a society unless the person has some significance. I consider the ""society"" people in the corporate world."			High	"If someone was able to fool them, it'll make the society look stupid in front of their peers. I consider the ""society"" people in the corporate world."			No			Yes			Yes			Disadvantaged	Secondary Education		61452f580953ba50efed1036	615f943ec32164d0f282bd34	6160f308443383cc62d7b0eb	majority	outcome-fpr	rent	False	You have chosen model X over model Y.	model X	top								Disadvantaged	6160f308443383cc62d7b0eb	APPROVED	2021-10-09 01:48:56.291000	2021-10-09 02:41:00.779000	3124.488	20.0	93	0	100	2021-10-14 02:54:20.867000	19AE28A9	United States	United States	Unemployed (and job seeking)	Non-Caucasian	English	United States	Female	Yes	
92	2021-10-08 19:52:08	2021-10-08 20:52:17	IP Address	50.126.235.105	100	3609	True	2021-10-08 20:52:17	R_3ndrcD1bLP9jBp3					39.53480529785156	-82.40959930419923	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	The machine should be able to recognize no one race higher than the other. Their should be an equal balance/ratio between White and African American. However, the graph shows that the probability to correctly allow a medical personnel log in is 20% higher for white individuals compared to African American.	Neither biased nor unbiased.	For this situation, I believe the biased is a bit less noticeable. We do not know based on the research as to why there is a major gap between the probability of correctly determining someone.  However, when it comes to the ability to allow anyone to be recognized - the values are the same. This shows that not just anyone race will have a higher chance of getting into someone's charts if they aren't a medical personnel.	Mostly unusable	This is still one of those situations where you are letting a machine do the work rather than the individual. The correct valued graph still is low to grant access properly - as it was said - this is not perfect but the values aren't great enough to go with the model either. Yes, this value is lower for granting anyone access - but this is a hospital policy... it's not effective enough.	Acceptably fair	When it comes to the rate of the probability of granting access correctly, it is fair to say that the device will recognize the medical personnel involved equally despite their race. This is because the value is 53% for both.	Acceptably biased	However, as compared to the first question - it is seen that those individuals who are white have a higher chance of being granted access to medical charts compared to African Americans - based on the second chart. In my eyes it seems a little biased, but without further reasoning - it is hard to truly say. The machine could be recognizing white more based on the actual hospital staffing. 	Completely unusable	If this machine only as a probability of correctly identifying 53% of medical personnel who should have access to it - this value is VERY low especially seeing that when it comes to white individuals - they could be granted access close to the same rate as someone who should be allowed. It's almost a 50/50. This breaks HIPPA laws for the patients, and thus Model Y should not be used.	Yes	I believe I said the first model wasn't fair, which in a sense it was because the graph was allowing the same value of individuals who were medical personnel be recognized despite their race. I would agree that this is mildly fair, but not fully fair based on the second graph.	Probably model Y	Y is more fair because the value of medical personnel being recognized correctly is equal for both white and african american. 	Probably model X	Model X is more biased due to the fact that it correctly recognized whites more than african americans. If this was fair, these two values would be equal and not 20% different.	Models X and Y are equally useful	My gut is saying that both models are equal in terms of usefulness. When you compare the values of correctly identifying you can that they both in general are still around 50% for each.	Neither model X nor model Y	Neither. I see flaws that could provide leaked information of patients because the rate of correctly recognizing is still very low and the mistake of allowing someone involved who isn't a medical personnel - is still quite. For me, this isn't worth the trouble. 	Probably ${e://Field/pref_model}	With mistakenly denied access, I would say X is more fairy only because the mistakenly granted values are a lot less in terms compared to the model Z. 	Both ${e://Field/pref_model} and Z are equally biased	The graphs are opposites of one another for each model, they both seem to share their biased aspects where african americans are always either less likely to be granted access or are mistakenly denied compared to whites. 	Probably ${e://Field/pref_model}	The reason for this is because I know that mistakenly granted is showing that they are medical personnel and will have to sign in. However, neither model is great to use.		Low		This is because this means that the computer system didn't recognize this person as a hospital staff and just a person who is maybe visiting. This allows for medical records to still be kept safe because it does require someone to log in to see them. 		High		You are now entering the chance that someone who isn't authorized access - this breaks privacy laws and policies. You are putting not only the patients at risk but the records of the entire hospital. 		Low		This is because those that are mentioned in the charts (such as who their family is, emergency contact, any private information that needs to be kept safe, insurance companies, payment plan options, other doctors) that the model holds is being leaked, so it doesn't have much of an impact - it just requires the individuals to log in. The society isn't as disturbed. 		High		Allowing an individual to log in impacts society even more, because you are releasing information from the medical records that shouldn't be spread. You are releasing who the patient's family, who are their emergency contacts, private information, billing, insurance companies, and so forth. 		No			Yes			Yes			Advantaged		Bachelor	Others	61569ee5ec13f9d23135674e	615f943ec32164d0f282bd34	6160f5bbb915ab341dbd1bba	minority	outcome-fpr	frauth	False		model X	top								Advantaged	6160f5bbb915ab341dbd1bba	APPROVED	2021-10-09 01:52:03.616000	2021-10-09 02:52:20.372000	3616.756	32.0	147	0	100	2021-10-14 15:26:53.459000	19AE28A9	United States	United States	Not in paid work (e.g. homemaker', 'retired or disabled)	Non-Caucasian	English	United States	Female	No	
93	2021-10-08 20:16:54	2021-10-08 20:53:24	IP Address	161.6.7.1	100	2190	True	2021-10-08 20:53:25	R_2wpknPqBmrtfIfX					37.018997192382805	-86.45369720458984	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	It works more often with white people than black people.	Very biased	Same reason as before.	Neither useful nor unusable	It correctly recognizes people more often than it grants access to the wrong people, but it also seems to have a racial bias toward white people.	Neither fair nor unfair	It seems to recognize people of different races at an equal rate.	Neither biased nor unbiased	Same as before.	Mostly ununsable	It only works about half the time.	No		Probably model Y	Model Y grants access to black and white people (not by mistake) at the same rate, while Model X doesn't.	Models X and Y are equally biased	Model Y makes mistakes with white people more often, while Model X recognizes a greater percentage of white people than black people.	Definitely model Y	Model X is equally good at granting access to both races but seems to make a lot of mistakes. Model Y doesn't mistakenly let as many people in but is racially biased.	Neither model X nor model Y	Neither of them seem like they have a very good success rate for giving access to the right people.	Both ${e://Field/pref_model} and Z are equally fair	Both models have more trouble with granting access to black people than white people.	Both ${e://Field/pref_model} and Z are equally biased	Same reason as before.	Probably model Z	I would choose Model Z because while it is more skewed towards recognizing white people, it doesn't accidentally deny black people access as much as Model Y.		Moderate		It would make it less convenient for the staff member, although they would still be able to access the device.		High		Anybody who doesn't work there could get access to sensitive information.		Low		"If a hospital worker is having technical difficulties, it could cause problems for their patients or other staff members (the ""society."")"		High		Accidentally giving access to an unauthorized person could hurt the reputation of the hospital and people who work there. It could also violate the privacy of patients.		No			No			Yes			Advantaged		Secondary Education	Others	60e9f87217d55e86d5acd46a	615f943ec32164d0f282bd34	6160fb93485f64b4017c8713	minority	outcome-fpr	frauth	False		model Y	bottom								Advantaged	6160fb93485f64b4017c8713	APPROVED	2021-10-09 02:16:51.225000	2021-10-09 02:53:27.786000	2196.561	22.0	121	0	100	2021-10-13 17:03:45.602000	19AE28A9	United States	United States	Unemployed (and job seeking)	Non-Caucasian	English	United States	Female	Yes	
94	2021-10-08 20:30:53	2021-10-08 20:56:18	IP Address	99.190.216.17	100	1524	True	2021-10-08 20:56:18	R_XEPD4ISrhnbVgid					32.78080749511719	-115.5626983642578	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for male applicants than female applicants.	Figure 2	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	Because of the low percentage of accurate White staff being allowed access.	Mildly unbiased	The percentages of it mistakenly allowed access to are equal in both.	Mostly unusable	Again, the same issue arises here. If out of the 41% White personnel allowed access, at least 35% of that is mistakenly given the access, it should not be used.	Mildly unfair	It appears to not be able to readily distinguish yet between the African American personnel. 	Neither biased nor unbiased	It is reading parameters given to it and thus only bases its choices upon an already forged algorithm. 	Mostly ununsable	If out of the 53% of staff that it does allow access to at least a good 45% is not actually personnel, then it shouldn't be used. 	No		Probably model Y	Because despite the disparity of those allowed access, those that were mistakenly granted it so is the same for both.	Probably model X	Because in spite of letting in the same percentage of staff regardless of race, it was still more unable to distinguish correctly between African American personnel and non-personnel. 	Probably model Y	Because of the fact that it gives both equal and, more importantly, lowered mistaken access granted.	Probably model Y	Because of the equal and less mistaken access given for both. 	Probably model Z	Because the times it denied access were both equal and less across both groups.	Probably ${e://Field/pref_model}	Because it denied more access to one group than the other. 	Probably model Z	Because it gave the less and equal denied access across the groups.		High		Because it may take away from the allotted time they may have to work and may take away from their hours at work.		Low		They won't benefit nor be harmed by the fact that they were given access to information.		High		Because society, in this case the patients, may be given delayed treatment. 		High		Because the unauthorized party will have information on the patient which is the society in this case.		No			Yes			Yes			Disadvantaged		Bachelor	Others	6111af7866992ef0d3b27f73	615f943ec32164d0f282bd34	6160fedba0f028645d824ad4	majority	outcome-fpr	frauth	False	You have chosen model Y over model X.	model Y	bottom								Disadvantaged	6160fedba0f028645d824ad4	APPROVED	2021-10-09 02:30:51.628000	2021-10-09 02:56:21.323000	1529.695	26.0	138	0	100	2021-10-14 02:28:25.564000	19AE28A9	United States	United States	Other	Non-Caucasian	Spanish	United States	Female	Yes	
95	2021-10-31 17:03:03	2021-10-31 17:32:39	IP Address	47.157.23.174	100	1776	True	2021-10-31 17:32:40	R_21mH2ZfBzwLkNXO					33.83079528808594	-118.1125030517578	anonymous	EN	I have had the opportunity to read this consent form and have the research study explained.,I have had the opportunity to ask questions about the research study, and my questions have been answered.  I am prepared to participate in the research study described above.,I accept the use of my Prolific ID ${e://Field/PROLIFIC_PID}	Model X is more likely to predict correctly for female applicants than male applicants.	Figure 1	Female applicants will be more likely to mistakenly be rejected than male applicants.	Figure 2	Mildly unfair	It is slightly unfair because of the difference in allowing %	Neither biased nor unbiased.	I don't think the machine learning can be inherently biased	Mostly unusable	Not really, it's such a small amount of info	Neither fair nor unfair	Machine learning is not inherently have bias, but the data used could be. With that in mind, it's hard to tell if it is fair without more info	Neither biased nor unbiased	Machine learning is not inherently have bias, but the data used could be. With that in mind, it's hard to tell if it is fair without more info. Same as last question	Mostly ununsable	Not really, without knowing where the info came from/how large of a sample size	No		Probably model Y	Because both groups have an equal opportunity 	Models X and Y are equally biased	Both have their own bias 	Models X and Y are equally useful	I don't believe either are very useful	Neither model X nor model Y	I feel like I need more information, i wouldn't choose either	Definitely ${e://Field/pref_model}	Both groups have an equal chance at the beginning, the mistakes could be variance	Both ${e://Field/pref_model} and Z are equally biased	They both show their own bias	Neither ${e://Field/pref_model} nor model Z	Like the other graphs, the information still feels incomplete and doesn't help me reach a conclusion			High	That would be a drastic situation that the individual would have to deal with, that would add a tremendous amount of stress			High	Essentially the same answer, both these things could bring lots of drama to ones life			Moderate	It's less significant because it is indirectly affecting them, society is anyone indirectly affected by the scenario			Moderate	Same answer as the previous question			Yes			Yes			Yes			Disadvantaged	Bachelor	Others	5e9859b23da07f0416fca0fb	617f102667bd25701aa8461e	617f20a499e41b8397ab5d9b	majority	outcome-fpr	rent	False		model Y	bottom								Disadvantaged	617f20a499e41b8397ab5d9b	APPROVED	2021-10-31 23:03:02.177000	2021-10-31 23:32:43.326000	1781.149	29.0	275	1	100	2021-11-03 15:18:36.615000	19AE28A9	United States	United States	Part-Time	Caucasian	English	United States	Male	No	
